Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10/18/2008,  Canberra,6.7,24.7,0,5.4,8.6,        NW,43,         N,        NW,4,20,80,31,1025.7,1022.2,1,7,12.7,23.7,        No,0,0
  9/9/2008,  Canberra,-3.7,14.7,0,3.4,10.9,       SSE,43,        SE,         N,9,22,53,25,1025.8,1020.9,0,0,5.5,13.4,        No,0,0
11/23/2007,  Canberra,12.8,18.5,25.8,2.8,0.6,       ESE,28,         S,        SE,13,13,91,79,1014,1014.9,8,8,14,16.8,       Yes,0.4,0
  1/2/2008,  Canberra,14.3,35,0,7.6,10.5,       ESE,41,       ESE,       WSW,2,9,43,14,1012.6,1008.7,0,1,23,33.6,        No,0,0
  1/8/2008,  Canberra,16.5,30.3,0,10,8.1,         E,46,         E,         N,7,9,77,44,1015.7,1013.4,7,1,18.1,28,        No,0,0
 9/30/2008,  Canberra,2.3,16.8,0,4.8,11.4,         N,41,       NNW,       NNW,6,28,52,34,1019.8,1017,2,1,9.8,16.3,        No,0,0
 1/14/2008,  Canberra,16,22.8,0,12.4,6,         E,50,         E,       ENE,13,19,70,57,1012.3,1012.3,8,6,17,21.6,        No,0,0
 5/28/2008,  Canberra,1.4,16.8,0,1.6,8.2,        NW,20,       nan,        NW,0,6,91,50,1027.2,1024.7,1,4,6.2,16.3,        No,0.2,0
 3/19/2008,  Canberra,15.1,26.2,0,9,9.8,        NE,31,        SE,       NNE,4,15,59,48,1022.1,1018.7,1,4,19.7,24.5,        No,0,0
 7/24/2008,  Canberra,-1,12.2,0,1.6,8.4,       ESE,30,        SE,         E,7,13,82,51,1032.2,1027.4,3,5,3.7,10.8,        No,0,0
  1/6/2008,  Canberra,14.3,34.1,0,6.6,10.5,       ENE,39,         W,       NNW,6,19,77,34,1006.6,1003.3,1,1,18.9,31.9,        No,0,0
  4/1/2008,  Canberra,3.5,21.8,0,6,10.3,       NNW,22,       ESE,       WNW,7,11,72,34,1023.9,1021.2,0,1,8.7,21.2,        No,0,0
10/14/2008,  Canberra,11.9,21.1,13.2,6.6,       nan,        NW,41,       NNE,         N,7,24,82,61,1019.2,1016.7,7,3,14.5,19.4,       Yes,0.6,0
12/10/07,  Canberra,14.9,24.8,0,10.4,10,       NNW,35,       NNE,       WNW,11,6,58,37,1011.7,1010.4,7,7,19.3,22.9,        No,0.6,0
11/27/2007,  Canberra,13.3,22.2,0.2,6.6,2.3,       ENE,39,         E,         E,20,17,70,55,1021,1018.6,7,7,16.5,21.2,        No,0,0
 7/15/2008,  Canberra,-1.7,13.6,0,1.8,5.2,       NNW,28,       nan,       NNW,       nan,17,83,46,1023,1020.1,1,7,3.9,13.3,        No,0.2,0
 10/9/2008,  Canberra,0.5,20,0,6.2,11.5,       NNW,31,         S,         N,2,9,69,22,1026.2,1024.2,0,1,8.1,18.8,        No,0,0
 3/18/2008,  Canberra,12.5,29.9,0,5.8,10.7,        NW,43,       nan,       WNW,0,19,76,30,1022.7,1018.8,0,1,16.8,29.2,        No,0,0
12/24/2007,  Canberra,12.4,24.4,0,6.2,12.1,        NW,44,       NNW,       WNW,7,13,69,43,1012.8,1009.7,6,4,15,22.5,        No,3.4,1
 2/28/2008,  Canberra,14.8,17.3,0,7.6,0.8,       SSE,48,         S,        SE,13,13,74,78,1010,1009.9,7,7,15.7,15.3,        No,10.4,1
 7/12/2008,  Canberra,-2.6,11.1,0.2,1.4,6.5,         N,20,         E,       NNW,2,7,87,54,1027.1,1022.7,1,7,0.8,9.9,        No,0,0
 8/29/2008,  Canberra,-0.2,16.2,0,3.4,5.9,         E,28,       nan,       ENE,0,20,74,45,1027.6,1022.9,7,6,7.3,14.6,        No,0,0
 5/24/2008,  Canberra,1.2,14.5,0,1.2,8.9,        SE,17,        SE,       SSW,6,6,74,43,1026.7,1023.5,0,1,6.5,13.9,        No,0,0
11/30/2007,  Canberra,13.6,24.1,0.4,2.6,0.5,       NNW,30,       SSW,         S,6,6,83,49,1017.2,1013.3,8,7,17.3,23.2,        No,22.6,1
 3/14/2008,  Canberra,12.3,33.8,0,7.2,11.3,         W,22,        SE,         W,9,13,57,15,1022.6,1019.1,0,1,17.9,32.7,        No,0,0
 7/27/2008,  Canberra,-2.3,9.7,0,1.4,1.9,       SSE,28,       SSE,       WSW,6,13,92,66,1013.8,1010,7,7,1,7.8,        No,1.4,1
10/15/2008,  Canberra,9.2,19.6,0.6,3.4,10.4,       ENE,31,       SSE,       NNW,4,7,71,42,1022.3,1019.7,7,4,11.6,18.4,        No,0,0
10/30/2008,  Canberra,12.5,26.9,0,5,7.1,        NW,46,       SSW,       WNW,6,28,69,39,1021,1016.2,6,7,15.8,25.9,        No,0,0
 3/17/2008,  Canberra,11.7,30.2,0,7.8,11.2,        NE,33,       ESE,       NNW,9,13,73,22,1024.3,1020.6,1,0,17.7,28.8,        No,0,0
 2/18/2008,  Canberra,10.8,25.8,0,6.8,11.7,         E,31,         S,       NNE,7,11,72,42,1021.3,1017.4,5,4,17.2,24.1,        No,0,0
 7/14/2008,  Canberra,2.7,16.5,0,0.6,8.9,       NNW,41,        SW,       NNW,7,22,93,51,1021.8,1019,5,1,6.7,15.9,        No,0,0
 4/14/2008,  Canberra,5.6,18,5.2,3.8,9.3,         S,31,       SSE,       SSE,9,20,70,40,1020.8,1019.6,1,1,12.4,17.9,       Yes,0,0
 6/16/2008,  Canberra,6.4,16.9,0,2.6,5.9,       SSW,26,       SSW,       ESE,17,9,78,51,1027.8,1024.8,7,2,9.5,16,        No,0,0
 9/10/2008,  Canberra,-2.7,15.2,0,4,9.7,         N,30,        SW,       WNW,6,20,62,35,1022.8,1017.9,1,2,6.3,14.9,        No,0,0
 11/6/2007,  Canberra,6.2,16.9,0,5.8,8.2,        SE,44,        SE,         E,20,24,70,57,1023.8,1021.7,7,5,10.9,14.8,        No,0.2,0
 7/29/2008,  Canberra,0.8,12.2,0,1.8,8.6,       nan,       nan,         S,         S,19,22,69,49,1020.9,1016.8,3,1,6.5,11.2,        No,0,0
  8/5/2008,  Canberra,-1.9,10.9,0,1.8,4.2,         S,50,       nan,       SSW,0,26,78,72,1020.8,1019.2,3,8,5.5,7.2,        No,4,1
12/17/2007,  Canberra,10.8,21.7,1.4,2.8,10.6,       ESE,48,       SSE,       ESE,13,20,59,40,1017.6,1016.8,1,4,15.3,20.8,       Yes,0,0
 3/24/2008,  Canberra,15.5,22.4,0.6,4.8,1.9,        NW,28,       SSE,       WNW,6,19,89,68,1018.7,1015.4,8,7,17.1,21.1,        No,6.4,1
11/19/2007,  Canberra,12.4,32.3,0.6,7.4,13,         E,39,       NNE,         W,4,17,60,25,1017.1,1013.3,1,3,20.2,31.2,        No,0,0
 2/16/2008,  Canberra,11.2,26.1,0,7.2,12.6,       ENE,39,        SE,         E,7,19,71,40,1022.9,1020,1,1,15.3,24.7,        No,0,0
 11/9/2007,  Canberra,8.8,19.5,0,4,4.1,         S,48,         E,       ENE,19,17,70,48,1026.1,1022.7,7,7,14.1,18.9,        No,16.2,1
 2/25/2008,  Canberra,11.5,25.9,0,5.2,10.2,       ENE,44,       ENE,       WSW,9,7,70,35,1016.4,1014.3,6,2,15.8,24.3,        No,0,0
10/23/2008,  Canberra,3.2,18,0,7.4,12.2,       SSE,48,       SSE,         S,26,15,47,25,1026.6,1022.8,1,2,9.1,16.3,        No,0,0
 1/31/2008,  Canberra,17.6,27.8,5.2,10.2,3.6,       ESE,39,         N,       NNW,13,13,66,49,1014.6,1012.8,7,8,21.4,26.3,       Yes,2.2,1
10/10/08,  Canberra,4.6,22,0,4.4,11,         N,41,       NNW,         N,6,19,82,25,1028.8,1024.9,1,2,10,21.4,        No,0,0
  1/3/2008,  Canberra,15.9,23.4,0,12.6,2.2,       ESE,50,       ESE,       ESE,20,24,69,55,1016.8,1016.3,8,7,19.2,22.3,        No,0,0
 4/25/2008,  Canberra,5,20.9,0,2,8.9,       WNW,22,       nan,        NW,0,7,84,42,1019.9,1014.3,7,6,10.1,20.6,        No,0.2,0
 3/31/2008,  Canberra,9.6,18.8,0,6.4,10,       WNW,57,        NW,         W,19,26,54,42,1012.7,1013,2,5,13.1,16.5,        No,0,0
 3/10/2008,  Canberra,12.5,31.7,0,6.6,11.2,       WNW,24,       ENE,         W,6,9,74,28,1024.9,1020.4,1,1,17.2,30.1,        No,0,0
  2/8/2008,  Canberra,12.4,19.9,16.2,5.4,5.6,       ENE,41,       ESE,       ESE,7,20,75,58,1007.6,1005,7,7,13.6,18.7,       Yes,0,0
 2/21/2008,  Canberra,16.3,24.8,1.8,7.8,3.8,         S,50,       NNW,         N,4,7,88,56,1011.8,1008.4,7,7,17.5,24,       Yes,6.6,1
 7/23/2008,  Canberra,-3.5,11.2,0,1.6,7.7,       ESE,26,         N,       ESE,6,11,76,48,1033.5,1031.1,1,5,3.6,10.1,        No,0,0
 10/3/2008,  Canberra,16.8,28.9,0,10,10.8,       NNW,70,        NW,        NW,31,41,44,22,1016.3,1011.8,1,1,22.5,28.4,        No,7.6,1
10/27/2008,  Canberra,9,30.7,0,7.6,12.1,       NNW,76,       SSE,        NW,7,50,38,15,1016.1,1010.8,1,3,20.4,30,        No,0,0
 4/21/2008,  Canberra,2.4,20.6,0,2.8,10.1,         E,30,        SE,       SSE,9,7,77,34,1024.8,1021,1,2,10.6,19.8,        No,0,0
11/25/2007,  Canberra,15.4,28.4,0,4.4,8.1,       ENE,33,       SSE,        NE,9,15,85,31,1022.4,1018.6,8,2,16.8,27.3,        No,0,0
  4/8/2008,  Canberra,6.9,18.9,0,4.2,4.1,       ESE,39,       SSE,        SE,15,9,68,45,1028.2,1025.4,5,4,13.8,17.8,        No,0,0
  3/3/2008,  Canberra,8.3,27.3,0,5.6,10.1,         E,35,       ESE,       WNW,6,9,78,28,1025.4,1020.4,1,1,13.8,25.5,        No,0,0
 4/20/2008,  Canberra,8.1,18.7,0,4.4,7.1,       ESE,33,       SSE,       ESE,11,30,66,65,1028.2,1024.2,4,7,13.5,15.6,        No,0,0
  3/8/2008,  Canberra,9.5,27.4,3,4.8,11.5,       NNW,24,       SSE,       NNW,6,9,79,39,1024.7,1020.7,1,7,14,24.9,       Yes,0,0
 7/22/2008,  Canberra,-2.2,11.6,0,1.4,9.2,         S,39,         E,       SSW,2,28,68,33,1025.7,1025.8,1,1,3.4,11,        No,0,0
11/15/2007,  Canberra,10.1,31.2,0,8.8,13.1,        NW,41,         S,         W,6,20,45,16,1018.2,1013.7,0,1,18.7,30.4,        No,0,0
 9/25/2008,  Canberra,3.2,18.7,0,2.6,11.1,         N,31,         E,       NNW,4,13,70,32,1032.2,1026.9,1,1,11,18.1,        No,0,0
  6/2/2008,  Canberra,4.6,15.7,0,1,0.6,       NNE,15,       SSE,       NNE,6,6,85,67,1030.3,1027.1,7,7,9.9,15.5,        No,0.8,0
 5/27/2008,  Canberra,4.9,18.1,5.2,1.2,8.5,       NNW,22,       nan,        NW,0,13,93,55,1025.7,1022.3,1,1,8.9,17.7,       Yes,0,0
 5/19/2008,  Canberra,-2.7,18.1,0,2.2,9.3,         W,52,       nan,       WNW,0,24,85,36,1017.8,1014.3,1,1,3.5,16.7,        No,0,0
10/22/2008,  Canberra,3.4,15,0.8,4.8,11.7,         S,70,         S,         S,35,37,43,24,1023.4,1023.1,1,5,8.3,14.3,        No,0,0
  8/4/2008,  Canberra,-2,12.3,0,2.4,5.8,         W,31,       ESE,         W,4,19,81,60,1020.9,1018.3,1,7,2.6,9.1,        No,0,0
 1/11/2008,  Canberra,17.5,35.8,0,9.4,13.3,       SSE,57,       NNW,        NW,6,19,56,24,1011.8,1006.5,0,1,24.7,34.5,        No,0,0
 7/19/2008,  Canberra,2.4,11.6,1.2,2.2,8.1,        NW,35,       NNW,        NW,15,22,71,48,1016.7,1014.9,1,3,6,10.7,       Yes,0.2,0
  5/3/2008,  Canberra,0.5,17.1,0,4,9.4,        NW,31,       ESE,         W,6,13,74,42,1020.8,1017.4,1,1,7.4,16.2,        No,0,0
 3/12/2008,  Canberra,13.3,31.7,0.2,7.8,11,       WNW,44,       ESE,       WSW,6,28,80,23,1021.6,1017.6,2,5,17.5,30.7,        No,0,0
 11/4/2007,  Canberra,13.3,15.5,39.8,7.2,9.1,        NW,54,       WNW,         W,30,24,62,56,1005.5,1007,2,7,13.5,14.1,       Yes,2.8,1
11/20/2007,  Canberra,15.6,33.4,0,8,10.4,        NE,33,       NNW,       NNW,2,13,61,27,1018.5,1013.7,0,1,22.8,32,        No,0,0
 5/17/2008,  Canberra,7.9,12.3,1,1.8,1.7,        NW,52,       NNW,        NW,30,24,68,78,1006.3,1005.9,7,7,11.3,7.3,        No,0.8,0
 6/19/2008,  Canberra,4,15.9,0,0.6,2,       NNW,17,        SE,       SSE,6,7,95,63,1022.5,1019.7,8,7,8.4,14.8,        No,4.8,1
11/21/2007,  Canberra,15.3,33.4,0,8.8,9.5,       WNW,59,         N,        NW,2,31,60,26,1012.4,1006.5,1,5,22.2,32.8,        No,0.4,0
 12/2/2007,  Canberra,11.6,26.3,4.2,1.6,12,       NNE,41,         E,        SW,6,9,66,46,1013.9,1009.5,2,2,16.7,25.2,       Yes,0.2,0
  5/7/2008,  Canberra,8.3,17.6,0,3.4,9.4,       WNW,43,        NW,       WNW,17,30,73,43,1015.8,1013.5,1,1,12.4,16.5,        No,0,0
10/20/2008,  Canberra,11.3,27.4,0.2,7.6,12.1,        NW,52,        SE,        NW,6,31,60,20,1021.4,1017.5,1,1,16.4,26.3,        No,0,0
 8/18/2008,  Canberra,-3.4,12.5,0,3,6.8,       SSE,48,       NNW,       WNW,7,30,89,30,1025.2,1021.8,6,7,1.4,11.2,        No,0,0
 8/27/2008,  Canberra,-3.3,15.1,0,3,       nan,       SSW,30,       SSE,        SE,9,13,57,23,1027.7,1025.5,1,1,7.9,14.4,        No,0,0
 11/2/2007,  Canberra,14,26.9,3.6,4.4,9.7,       ENE,39,         E,         W,4,17,80,36,1012.4,1008.4,5,3,17.5,25.7,       Yes,3.6,1
 1/24/2008,  Canberra,10.3,27.8,0,6.4,9.9,       ENE,35,        SE,        NE,6,11,64,29,1021.3,1018.1,3,6,17,26.3,        No,0,0
 5/16/2008,  Canberra,4.5,16,1.8,3,4.3,        NW,35,         W,        NW,9,15,88,69,1017.7,1013.7,7,7,10,15.2,       Yes,1,0
 5/31/2008,  Canberra,-0.9,18.5,0,2.2,8.9,         E,22,       nan,         N,0,7,84,38,1030.2,1027.4,2,3,4.7,18.2,        No,0,0
 6/26/2008,  Canberra,6.3,11.8,0,2.6,6.5,       WNW,63,       NNW,       WNW,20,28,81,48,1018.7,1020.4,6,1,7,11.5,        No,0,0
 6/10/2008,  Canberra,8.6,13.7,6.2,2.2,0,        NW,31,         E,       nan,2,0,97,94,1027.8,1024.3,8,8,10.3,11.6,       Yes,4.8,1
  7/9/2008,  Canberra,-1.3,8.8,0,0.8,2.8,       WNW,39,        NW,        NW,9,15,95,68,1020,1016.8,7,6,1.8,8,        No,0,0
 12/5/2007,  Canberra,14.5,21.8,0,8.4,9.8,       ENE,43,       ESE,         E,11,30,69,63,1015,1015.3,7,1,18.6,20.5,        No,0,0
12/31/2007,  Canberra,13.8,33.5,0,11.4,13.6,        NE,31,       SSE,        NE,7,9,44,20,1019.2,1015.6,0,1,21.9,32.2,        No,0,0
